gendid	chr	s1	s2
2969	12	100646308	100660855
2970	22	32150908	32302484
2971	11	33037502	33055002
2972	12	16064318	16189681
2973	8	124027687	124054363
2974	22	24177014	24181175
2975	2	220283185	220290713
2976	15	89056182	89079566
2977	1	10521547	10532516
2978	1	3774168	3800306
2979	7	24738645	24789394
2980	9	117165034	117267082
2981	2	179318137	179326002
2982	8	145540217	145550300
2983	11	75480037	75511554
2984	1	1	2
2985	22	19121709	19132154
2986	22	19026378	19109720
2987	1	1	2
2988	22	20073487	20097632
2989	1	1	2
2990	12	56330288	56347553
2991	7	14188756	14880889
2992	2	234263165	234378107
2993	17	54912157	54940153
2994	3	185867879	186038249
2995	13	42622910	42803325
2996	7	137075966	137531609
2997	4	954408	967271
2998	11	46354826	46401498
2999	2	74154038	74185864
3000	1	55317906	55352793
3001	11	71146421	71155999
3002	1	26759437	26795623
3003	19	49436979	49448191
3004	3	93779792	93780356
3005	12	49483642	49488296
3006	16	72042664	72058099
3007	19	12786652	12792581
3008	14	24760065	24768313
3009	17	34948440	34956633
3010	13	52343260	52373796
3011	17	27225459	27229963
3012	14	24108074	24114512
3013	1	12628369	12677354
3014	14	24505710	24520178
3015	14	60611684	60632028
3016	17	21030285	21094467
3017	17	9674805	9694602
3018	2	169938092	169952278
3019	10	12111033	12162888
3020	4	24529547	24586017
3021	5	54552316	54603402
3022	3	47852174	47891611
3023	10	127525256	127569394
3024	17	5347525	5372180
3025	19	47856288	47885371
3026	20	37591011	37667187
3027	3	153993960	154042206
3028	12	125432348	125473569
3029	16	72130057	72146397
3030	17	57643033	57684534
3031	2	39025441	39095548
3032	17	40253779	40263911
3033	17	41561406	41601216
3034	1	182811702	182856570
3035	12	122692928	122710562
3036	5	140896418	140998482
3037	13	60240718	60737901
3038	14	95556835	95599796
3039	20	61510585	61542965
3040	1	54359884	54375673
3041	14	80669032	80677816
3042	14	102027834	102028749
3043	1	1	2
3044	21	47879045	47987536
3045	12	50898924	51138623
3046	10	323265	735519
3047	19	2717208	2717805
3048	9	93375510	93376110
3049	1	68512291	68512981
3050	2	189599333	189599648
3051	3	122514040	122598226
3052	13	73333933	73355971
3053	15	66585935	66625651
3054	2	232879638	233201341
3055	1	231762614	232172578
3056	1	1	2
3057	1	223116166	223179315
3058	15	40650523	40662520
3059	11	111808224	111889761
3060	10	54074195	54076568
3061	4	107845111	107956749
3062	11	11986011	12030130
3063	8	42231618	42234564
3064	19	49867256	49878286
3065	11	111896197	111933260
3066	8	12943320	13357581
3067	7	107531696	107559705
3068	3	38080717	38164097
3069	1	1	2
3070	1	1	2
3071	13	51287353	51417783
3072	11	83170861	85309741
3073	10	79552198	79686279
3074	18	3499183	3880069
3075	8	1496860	1649573
3076	1	35331684	35370985
3077	20	35060121	35155435
3078	14	55615069	55655898
3079	14	101193406	101201234
3080	6	43418277	43422564
3081	6	170591962	170599228
3082	19	39989615	39998898
3083	15	41221867	41230233
3084	14	75348657	75369034
3085	2	172950406	172952986
3086	2	172965271	172967267
3087	17	48068881	48072363
3088	17	48046833	48051308
3089	7	96650048	96653936
3090	7	96635290	96639360
3091	1	44679426	44686291
3092	10	124320287	124402915
3093	1	46972683	46978167
3094	22	38916025	38964262
3095	5	78293905	78365444
3096	19	35989618	36004378
3097	4	88577645	88584473
3098	19	46273739	46285611
3099	9	841839	968140
3100	9	1051614	1057274
3101	9	977002	991006
3102	9	22447065	22451911
3103	1	50884337	50887209
3104	1	53925127	53932336
3105	19	42351497	42355765
3106	7	86794258	86824457
3107	19	46287501	46296015
3108	5	118407265	118582915
3109	15	51741181	51914743
3110	10	70174796	70231622
3111	3	52356459	52434463
3112	12	124247067	124420029
3113	7	21582864	21940873
3114	1	225140405	225586972
3115	17	76419987	76571140
3116	17	7623053	7736852
3117	16	20944476	21170763
3118	5	13692093	13944548
3119	2	84744951	85046533
3120	2	196602645	196933436
3121	6	38690586	38998169
3122	17	11501816	11872845
3123	9	34459004	34520755
3124	17	72277957	72310356
3125	16	46990941	47007484
3126	16	4475883	4505570
3127	15	78556656	78572803
3128	3	186288687	186303198
3129	10	74095568	74114758
3130	11	73662115	73681160
3131	4	100822185	100867729
3132	2	220144556	220150720
3133	1	78470795	78481932
3134	9	34989666	34997257
3135	7	157151267	157208793
3136	22	41257069	41257999
3137	3	128181390	128182089
3138	7	108212171	108213798
3139	10	22045616	22292364
3140	2	183582814	183641860
3141	1	6695735	6761861
3142	10	69556874	69597770
3143	3	132153395	132257127
3144	12	56215761	56222443
3145	13	43597763	43681385
3146	1	15855601	15894673
3147	15	41060138	41099645
3148	5	138749837	138775135
3149	3	180702428	180707391
3150	7	102953016	102985070
3151	5	34929925	34954820
3152	12	49742656	49745286
3153	11	31392296	31451949
3154	9	114393688	114415503
3155	2	25170485	25194774
3156	21	34860534	34861701
3157	13	96329510	96443285
3158	7	73097073	73097754
3159	11	63998327	64001657
3160	20	62559699	62562922
3161	8	66963783	67012267
3162	2	27499597	27503084
3163	1	65730594	65878709
3164	14	74111743	74162646
3165	22	39175454	39178737
3166	1	38022530	38030663
3167	16	3705375	3707955
3168	16	2286818	2288420
3169	19	12986804	12992190
3170	1	84864248	84880552
3171	2	230223256	230579140
3172	11	6519446	6593217
3173	9	139256464	139258167
3174	9	130965750	131016994
3175	12	32832298	32896345
3176	1	1	2
3177	19	10828919	10941724
3178	1	171810797	172376982
3179	10	101636908	101731882
3180	19	10244343	10305576
3181	2	25457148	25536854
3182	20	31367922	31395710
3183	21	45666280	45681143
3184	2	220239014	220252517
3185	10	98064255	98097982
3186	20	44420644	44439835
3187	16	30017507	30021544
3188	10	128594087	129249692
3189	2	225630438	225907092
3190	5	169064331	169509863
3191	3	50712695	51418991
3192	7	111368330	111846194
3193	8	25042424	25268815
3194	19	11310173	11373117
3195	1	62921085	63153936
3196	9	214977	464220
3197	13	99447002	99738606
3198	19	3491490	3496813
3199	8	21766822	21771113
3200	5	176930046	176936542
3201	16	57507289	57513420
3202	20	53092486	53267019
3203	18	67068481	67508620
3204	4	3465103	3495229
3205	9	131707966	131709583
3206	9	131843411	131851287
3207	21	34950613	34960948
3208	6	83806697	83877887
3209	21	37537032	37665870
3210	19	2164184	2229792
3211	11	118967708	118972366
3212	16	89696819	89704631
3213	16	68021409	68027116
3214	16	68009668	68014359
3215	19	38702703	38714864
3216	14	73137844	73360797
3217	17	1933449	1945152
3218	1	44435848	44438212
3219	3	16302271	16306384
3220	1	101455964	101491000
3221	20	49551669	49575061
3222	9	130698001	130700100
3223	1	155112438	155112807
3224	2	115200356	116599922
3225	11	66249672	66276723
3226	2	162849793	162930492
3227	7	153584769	154684191
3228	9	140005100	140009166
3229	15	65739222	65808031
3230	19	4676576	4719919
3231	6	74063043	74063949
3232	19	54135361	54140243
3233	1	1	2
3234	1	168665787	168698413
3235	19	32899160	32973147
3236	2	32249253	32264526
3237	1	97544532	98386479
3238	8	105393426	105479149
3239	8	26371842	26513223
3240	5	146773598	146889422
3241	10	134000568	134018435
3242	2	27121368	27169864
3243	2	74745573	74752857
3244	12	102271568	102315039
3245	11	65686973	65688907
3246	5	174868762	174870103
3247	11	113281449	113295374
3248	3	113847563	113890840
3249	11	637305	640604
3250	22	31795670	31829958
3251	17	17991338	18010555
3252	10	50574161	50599908
3253	18	28710477	28742558
3254	18	28647981	28681935
3255	18	28574141	28622627
3256	21	41384961	42218588
3257	11	117299044	117667975
3258	8	120847133	120868036
3259	1	1	2
3260	21	38597845	38639596
3261	21	39426949	39493350
3262	21	38379073	38390508
3263	1	1	2
3264	1	1	2
3265	6	116720414	116758509
3266	18	65178207	65181876
3267	18	28898264	28935310
3268	18	29078215	29126707
3269	18	29027841	29056224
3270	18	28956875	28993559
3271	20	35381191	35399862
3272	6	7542149	7586112
3273	4	88532061	88537721
3274	6	56323803	56507587
3275	20	17550854	17587792
3276	1	205116686	205180664
3277	20	18568717	18724897
3278	1	212209233	212276283
3279	18	32335941	32470405
3280	2	25602188	25875530
3281	6	15523206	15663101
3282	5	118176612	118324207
3283	12	113495998	113534745
3284	7	76109827	76134919
3285	12	58000301	58002936
3286	11	58940069	58972383
3287	15	45424165	45457100
3288	15	45386348	45405610
3289	15	45406804	45410108
3290	10	76797594	76818273
3291	17	80015991	80022936
3292	16	68071927	68112890
3293	19	5785214	5791153
3294	7	107207516	107218006
3295	5	172195765	172197956
3296	1	221875754	221913087
3297	2	73989788	74007243
3298	1	161719592	161726738
3299	10	76854434	76868916
3300	17	35872375	35872972
3301	20	30449206	30458141
3302	12	12629767	12674033
3303	22	31059424	31059991
3304	2	96809562	96811094
3305	6	292540	350869
3306	1	159750891	159752129
3307	8	33449531	33455034
3308	1	167064087	167097846
3309	2	241500102	241500885
3310	17	41846977	41856293
3311	8	29194543	29207796
3312	10	112257880	112270185
3313	1	1	2
3314	12	89743031	89745817
3315	3	52084831	52090383
3316	15	48623713	48634276
3317	1	1271522	1284446
3318	17	7129184	7137582
3319	3	183873424	183888544
3320	10	82095912	82112358
3321	18	46570425	46956765
3322	14	102431029	102516901
3323	7	95434042	95726906
3324	3	32568291	32612263
3325	16	66757625	66785495
3326	11	102980304	103349982
3327	2	44001278	44036907
3328	17	56164452	56166641
3329	20	33104264	33128429
3330	16	80574974	80584456
3331	6	159057859	159065741
3332	21	38792677	38884835
3333	19	40316355	40322508
3334	12	68042914	68052494
3335	1	206809049	206822311
3336	12	4700347	4722920
3337	2	71681129	71913623
3338	2	207516542	207583004
3339	15	55710233	55790528
3340	13	96234488	96294284
3341	3	137781658	137822814
3342	20	32264538	32274071
3343	1	23836372	23857286
3344	16	67226131	67232027
3345	8	86089656	86126098
3346	2	11586603	11606006
3347	12	77417795	77458416
3348	11	19246205	19261669
3349	16	2273615	2285574
3350	3	15469287	15480663
3351	3	121554133	121605236
3352	14	34985516	35008835
3353	16	23535692	23568665
3354	8	110563054	110576789
3355	5	158126119	158526487
3356	8	25702125	25902376
3357	10	131636193	131762033
3358	20	2673792	2739626
3359	19	4229548	4237086
3360	1	43630114	43638093
3361	10	74894341	74923696
3362	1	21546448	21671872
3363	3	183967483	184010027
3364	2	233344863	233351364
3365	6	127611014	127663517
3366	1	53362192	53387346
3367	10	11784576	11805544
3368	10	135176372	135186838
3369	1	150480686	150485944
3370	9	95256365	95285149
3371	5	138784589	138842256
3372	19	11616999	11629986
3373	3	172472321	172538028
3374	6	139134412	139223765
3375	2	109513363	109547471
3376	1	236557745	236645950
3377	15	74924953	74967466
3378	16	67907165	67918052
3379	3	5229491	5257604
3380	20	33703236	33735062
3381	1	184663197	184723781
3382	9	139756736	139760711
3383	5	83239238	83680193
3384	6	12290863	12296301
3385	1	41945080	41950273
3386	20	57875868	57899515
3387	4	148406834	148463771
3388	13	78470577	78492709
3389	12	93169787	93322843
3390	11	85956272	85989568
3391	6	74227533	74229750
3392	20	62119651	62129117
3393	2	207024704	207027608
3394	8	144661962	144672252
3395	6	8073708	8102755
3396	19	3976552	3985379
3397	16	22237051	22295318
3398	3	127872351	128127103
3399	7	36193934	36338816
3400	8	49637301	49647711
3401	1	245133721	245285251
3402	11	828608	831562
3403	12	3724521	3806166
3404	17	28268815	28435043
3405	22	43924733	44178199
3406	1	63991244	64038188
3407	2	56094208	56149576
3408	11	65634389	65639826
3409	13	22067388	22178288
3410	8	16884789	16976285
3411	3	19921123	19975511
3412	6	52285209	52357140
3413	2	233498415	233546430
3414	1	15736468	15755221
3415	1	155100454	155106544
3416	19	1286168	1299945
3417	1	155051418	155059020
3418	1	155036300	155041650
3419	5	106716956	107006315
3420	13	107145388	107187313
3421	17	7608917	7612895
3422	8	132916560	133023143
3423	2	25265182	25377210
3424	14	23826435	23834235
3425	15	82422714	82554120
3426	17	42928642	42971890
3427	4	110834492	110932612
3428	9	139562735	139566739
3429	5	38258857	38464089
3430	7	55086971	55273311
3431	1	231502157	231557635
3432	19	41306478	41313770
3433	14	34395097	34419959
3434	1	1	2
3435	5	137801451	137803771
3436	8	22547986	22550458
3437	2	73518585	73520755
3438	2	62934327	63272636
3439	11	65343774	65359774
3440	11	64621805	64645937
3441	19	48219870	48244690
3442	2	31457488	31489571
3443	15	42192843	42264693
3444	11	34654137	34680479
3445	3	184910014	184971811
3446	9	140513481	140729406
3447	15	49170374	49170938
3448	19	40030009	40030720
3449	19	40022957	40023443
3450	12	104697713	104698715
3451	11	65766070	65767861
3452	3	40351433	40353506
3453	3	150264590	150301699
3454	7	6064304	6098715
3455	2	37334416	37374950
3456	2	88857254	88926793
3457	12	124106303	124118105
3458	14	75469694	75475892
3459	2	27587267	27593182
3460	3	183853174	183862732
3461	1	36349023	36385209
3462	8	141542143	141645606
3463	1	36397028	36521347
3464	1	36274018	36319207
3465	14	67831485	67850158
3466	20	32677536	32699917
3467	7	2394557	2419133
3468	22	36907034	36922169
3469	19	10225790	10230536
3470	8	117657245	117768037
3471	1	1	2
3472	15	44829393	44853348
3473	19	39109909	39127561
3474	11	32605434	32623946
3475	17	7476160	7481805
3476	3	186501400	186507059
3477	17	78109289	78120761
3478	4	99802179	99850264
3479	5	176069789	176072982
3480	2	233415435	233433728
3481	3	71733833	71774519
3482	8	37888092	37917454
3483	5	139927323	139928848
3484	22	31835866	31884705
3485	3	184033585	184052697
3486	11	10819363	10828843
3487	1	21133812	21329236
3488	14	103802198	103807390
3489	3	170611149	170625596
3490	2	99954018	100015878
3491	20	33867000	33872291
3492	18	48500775	48513456
3493	17	12896135	12921265
3494	19	852329	856165
3495	19	8028367	8056700
3496	9	23692555	23762233
3497	19	11565341	11591424
3498	1	50513837	50666851
3499	13	41507561	41556191
3500	4	139980137	140058856
3501	1	201980265	201984452
3502	11	34501765	34533117
3503	7	1784233	1786720
3504	22	37769112	37771575
3505	12	96617345	96660959
3506	1	205585674	205593011
3507	19	18555562	18632866
3508	15	44065314	44069100
3509	7	36895156	37382295
3510	20	44995999	45023122
3511	16	67233071	67237781
3512	11	107488916	107535924
3513	4	141446583	141471530
3514	2	85584322	85618086
3515	7	73442518	73483031
3516	19	11664561	11665163
3517	1	43829587	43831281
3518	6	10984014	11044464
3519	10	103986306	103989010
3520	6	80626325	80656997
3521	6	53133925	53160498
3522	4	110972494	111119492
3523	5	60050451	60083225
3524	18	33709897	33754605
3525	8	27950732	28047243
3526	11	31531332	31805073
3527	19	48511925	48525585
3528	1	79356839	79472340
3529	17	48452570	48458301
3530	16	1823229	1826240
3531	12	7080087	7084972
3532	22	29602028	29654934
3533	7	101006314	101200811
3534	2	27301934	27308884
3535	18	2847187	2913403
3536	20	39989908	39995275
3537	14	100259814	100406450
3538	19	46112921	46148703
3539	11	62369947	62379930
3540	2	42396752	42557348
3541	14	89082162	89258848
3542	12	13364445	13367626
3543	16	10626762	10641475
3544	19	48830102	48833728
3545	19	6887620	6940041
3546	19	14847048	14887569
3547	1	1	2
3548	2	73144982	73161084
3549	10	119302779	119307744
3550	1	1	2
3551	2	119600514	119604744
3552	7	155251073	155255383
3553	1	225685477	225840393
3554	4	71495218	71510573
3555	5	73930541	73932311
3556	11	94823092	94862744
3557	9	131580964	131584890
3558	9	130577961	130616635
3559	9	34521463	34521694
3560	10	25273299	25304866
3561	12	7024997	7031964
3562	17	4855125	4860343
3563	4	83351983	83381274
3564	18	674305	712588
3565	13	43788126	43987051
3566	4	111397571	111482715
3567	6	132129176	132211652
3568	8	120569761	120651021
3569	6	131958525	132068097
3570	6	46107321	46111378
3571	6	46129063	46136000
3572	4	185012330	185138973
3573	17	77704902	77711846
3574	1	150595320	150601947
3575	10	97471714	97626141
3576	9	139943109	139948450
3577	3	40429549	40469000
3578	8	23290439	23307414
3579	14	74433631	74454806
3580	20	25176501	25206234
3581	10	101419714	101464441
3582	9	140329366	140332738
3583	3	27758561	27763786
3584	22	41489009	41574961
3585	12	132445165	132562219
3586	1	1	2
3587	2	46525051	46611800
3588	1	29313950	29442310
3589	20	34761700	34817263
3590	6	131179276	131277626
3591	18	5394682	5489183
3592	5	111500687	111754737
3593	9	111936834	112082727
3594	2	120776661	120932484
3595	15	43489500	43513024
3596	8	21924387	21938975
3597	10	32557991	32635844
3598	2	149402587	149543947
3599	7	37960182	37989999
3600	4	75174251	75178910
3601	7	143088550	143105899
3602	1	38184044	38230739
3603	1	16451710	16482428
3604	3	89156899	89528653
3605	2	222290748	222436969
3606	4	66189832	66535461
3607	3	96533468	97467546
3608	6	93953144	94129060
3609	1	22890129	22928235
3610	3	134514474	134977963
3611	1	23037476	23240064
3612	3	184280024	184299411
3613	7	100401083	100424653
3614	7	142560986	142568658
3615	1	226016431	226033049
3616	8	27348726	27402040
3617	6	145946831	146056635
3618	3	37032745	37034569
3619	19	56188538	56206723
3620	17	19186433	19237568
3621	17	48613918	48619519
3622	7	100318604	100320757
3623	19	11488660	11494884
3624	8	144940159	144947422
3625	1	220142148	220219731
3626	1	51822372	51984904
3627	19	16472581	16582757
3628	12	15774251	15835886
3629	19	55587813	55598983
3630	11	709408	726982
3631	1	110293013	110304372
3632	13	43462386	43566302
3633	17	56270208	56281785
3634	12	91357933	91396343
3635	17	27182053	27187572
3636	5	96098904	96139630
3637	5	96215390	96253310
3638	17	37856492	37884298
3639	5	65288547	65374359
3640	12	56474085	56495840
3641	2	212248340	213403255
3642	12	1137070	1599397
3643	3	55717861	56469036
3644	19	45912933	45926633
3645	19	45854887	45873799
3646	2	128015172	128051658
3647	16	14014023	14042205
3648	13	103498617	103528254
3649	10	50666861	50741011
3650	5	60170442	60240836
3651	4	75231026	75250526
3652	19	42752617	42759152
3653	21	39755325	39947625
3654	5	172261417	172377820
3655	12	29494089	29524567
3656	20	34129847	34145276
3657	14	69847255	69864951
3658	8	8860574	8887545
3659	16	20791964	20817753
3660	1	44687230	44820699
3661	8	614603	681162
3662	10	101911888	101945384
3663	8	37595441	37611634
3664	1	43296120	43308904
3665	2	158177783	158183992
3666	9	5787144	5833028
3667	17	62121348	62207390
3668	16	23702152	23724653
3669	14	53110288	53162200
3670	1	236381816	236445084
3671	12	15067669	15091443
3672	12	112451270	112460457
3673	9	102744894	102861123
3674	1	8073270	8075680
3675	11	124623542	124632051
3676	18	19110304	19154805
3677	8	27633032	27660956
3678	13	47345551	47365549
3679	20	13695521	13763787
3680	5	54275160	54281346
3681	1	6485016	6520207
3682	2	239009061	239040374
3683	6	152129048	152420102
3684	14	64694251	64749704
3685	16	68264129	68269949
3686	14	76905697	76967065
3687	1	216680281	216896642
3688	12	56522104	56537647
3689	2	67624581	67637171
3690	5	137843994	137878608
3691	15	76508900	76603730
3692	19	51848465	51869581
3693	4	159593609	159629680
3694	19	44011002	44031330
3695	12	22778098	22837889
3696	1	204101312	204120981
3697	11	128332256	128443026
3698	21	40181959	40194814
3699	7	13935491	14028678
3700	19	36133363	36135755
3701	1	157094633	157106145
3702	1	157062441	157069316
3703	17	41605887	41622986
3704	3	185766428	185823658
3705	12	11803062	12043981
3706	6	36322419	36355319
3707	4	5713108	5812765
3708	4	5564575	5710241
3709	17	29645321	29647450
3710	17	29631281	29632628
3711	19	7911429	7928589
3712	14	100531838	100610076
3713	17	74003184	74023280
3714	7	27282650	27286045
3715	2	176944835	176948505
3716	22	29664326	29696152
3717	15	41476129	41522705
3718	14	69676188	69707818
3719	9	140201402	140289810
3720	1	242013728	242052903
3721	4	56724490	56770662
3722	6	486671	637819
3723	19	45716327	45735111
3724	7	132937858	133749282
3725	14	57675327	57735367
3726	10	94594496	94818113
3727	2	72406464	73053040
3728	17	74079729	74099774
3729	1	231471314	231473492
3730	10	99196202	99205743
3731	1	11126775	11159889
3732	9	133569179	133579162
3733	9	37780676	37785042
3734	8	145133632	145135505
3735	19	41892538	41903234
3736	3	45017770	45052832
3737	4	122722580	122738012
3738	11	108380264	108464264
3739	8	118811951	119123286
3740	11	44117803	44265838
3741	1	26349138	26361839
3742	8	28573577	28608384
3743	8	72111575	72268722
3744	20	45618650	45816782
3745	1	28300977	28384538
3746	6	133595919	133849944
3747	17	40854550	40880960
3748	7	148504738	148544391
3749	6	159187946	159239126
3750	13	113777170	113803832
3751	4	187188291	187209769
3752	1	160968661	160990864
3753	5	176829293	176836529
3754	6	6145852	6318898
3755	1	197008508	197036354
3756	11	46740786	46760959
3757	5	76012133	76029329
3758	5	75913407	75919056
3759	19	17000001	17001433
3760	1	94996016	95007193
3761	1	169483551	169555625
3762	13	113760156	113773323
3763	16	74748088	74808654
3764	1	46860021	46879248
3765	2	88422573	88427537
3766	8	82437281	82443551
3767	4	120240196	120243258
3768	1	31838733	31845862
3769	8	82391100	82395403
3770	5	159626114	159665667
3771	6	123100940	123104913
3772	8	82370618	82373759
3773	11	70049566	70052580
3774	11	61569883	61584402
3775	11	61641286	61658854
3776	17	72874460	72889694
3777	1	50907112	51425484
3778	5	175875409	175933952
3779	15	80445397	80478552
3780	16	1877231	1889308
3781	2	96071307	96078706
3782	3	138329800	138351922
3783	12	50264287	50297576
3784	1	207078364	207095200
3785	16	4659634	4664799
3786	17	74261587	74266587
3787	12	124796400	124799072
3788	17	292955	295732
3789	9	130705471	130742417
3790	1	109103051	109177773
3791	17	71205668	71228446
3792	5	14582004	14610424
3793	5	14664935	14693158
3794	3	58552315	58555588
3795	19	1877199	1881566
3796	9	74477497	74489997
3797	15	80987771	81046712
3798	12	111800482	111803371
3799	22	42473298	42474078
3800	20	825448	826336
3801	8	59058790	59059903
3802	2	41608	46386
3803	20	2816108	2820559
3804	12	47628847	47630146
3805	4	38879700	38945179
3806	5	153372536	153414514
3807	3	57613941	57678746
3808	22	50750568	50765418
3809	2	203499911	203630488
3810	22	45718261	45736287
3811	11	126104897	126132029
3812	9	96209893	96214992
3813	6	170626479	170713679
3814	9	71395081	71395945
3815	13	25743742	25745758
3816	2	131519646	131522232
3817	13	51796638	51855393
3818	2	225244290	225266486
3819	19	17530945	17535803
3820	9	129089209	129265543
3821	7	22985208	23030731
3822	2	201845993	201888733
3823	9	130269124	130341217
3824	19	17634248	17664373
3825	3	184055419	184062759
3826	7	143053643	143059697
3827	1	1	2
3828	7	92191596	92219606
3829	2	220043075	220047352
3830	5	16474850	16617081
3831	17	40733831	40761343
3832	6	71138046	71269625
3833	8	139144836	139380227
3834	4	89649684	89978116
3835	5	137275914	137354801
3836	4	187073114	187093142
3837	10	74928098	75000778
3838	8	53451003	53477817
3839	2	280147	287836
3840	1	55074941	55089069
3841	5	79783943	79837652
3842	9	18928050	19032907
3843	13	107822845	108518945
3844	14	24608219	24610514
3845	1	53099166	53122713
3846	5	63986451	64013850
3847	11	6232736	6245747
3848	10	116581838	116659274
3849	8	21946765	21960443
3850	2	62053590	62081177
3851	14	74400959	74416919
3852	3	122103113	122128679
3853	6	117073760	117086740
3854	1	179782233	179783325
3855	8	79578384	79629729
3856	14	75537277	75544268
3857	21	35751804	35757941
3858	9	140138152	140142168
3859	9	35562004	35563826
3860	8	11281882	11301921
3861	1	32713023	32714203
3862	11	73118576	73179520
3863	2	131810476	131840220
3864	5	74077285	74137502
3865	15	98982860	99029127
3866	5	118965464	118970730
3867	10	15254914	15413052
3868	2	187558901	187627551
3869	16	771275	772558
3870	5	10227553	10249986
3871	5	99871235	99921889
3872	15	93162686	93198890
3873	10	126490399	126523541
3874	2	75720362	75745267
3875	1	36787896	36788639
3876	14	35515670	35550435
3877	1	222919888	222923401
3878	10	102672868	102721670
3879	2	97542013	97652051
3880	2	29217701	29274960
3881	14	45431625	45542765
3882	7	135418723	135433329
3883	14	94391618	94395511
3884	11	82443491	82444772
3885	1	43613623	43621985
3886	1	1	2
3887	6	119281268	119399465
3888	4	17634155	17782923
3889	12	49981388	49999261
3890	19	35715728	35719584
3891	10	15820991	15902299
3892	7	30811110	30931621
3893	15	29415542	29862928
3894	1	155217573	155224669
3895	17	15406178	15466763
3896	10	86130809	86273300
3897	4	2632732	2733596
3898	5	176948976	176981460
3899	3	150377679	150421686
3900	16	691992	698191
3901	17	79781123	79782383
3902	3	68055770	68593655
3903	12	62104187	62261207
3904	1	113264856	113269303
3905	3	68782293	68934340
3906	22	48885405	49145660
3907	17	66533618	66596808
3908	1	179012983	179041280
3909	7	193200	299947
3910	10	124671151	124672471
3911	10	124608763	124610032
3912	6	116878988	116879375
3913	6	116832860	116837153
3914	6	116783093	116784869
3915	1	1	2
3916	19	16296254	16301767
3917	1	244999017	245006479
3918	21	42688807	42729125
3919	3	58620006	58641291
3920	1	110577260	110596535
3921	7	129074314	129125671
3922	1	1	2
3923	3	194407556	194408828
3924	1	20879467	20880457
3925	6	82459412	82461859
3926	1	27332435	27339162
3927	1	118165491	118166667
3928	13	37583809	37625628
3929	2	16734204	16769388
3930	8	130854388	130891708
3931	6	3850046	3851024
3932	4	1643020	1670469
3933	10	126311811	126395283
3934	5	137677025	137682649
3935	6	136552413	136570238
3936	1	26149596	26158518
3937	11	114392690	114401304
3938	11	114549298	114577653
3939	3	101504441	101540799
3940	11	114441660	114465482
3941	17	635888	644811
3942	16	30036504	30041849
3943	18	29847834	30050392
3944	2	26396090	26411127
3945	1	177199013	177250665
3946	1	190067148	190424021
3947	1	150969763	150978632
3948	15	59063595	59146810
3949	16	67563726	67580367
3950	6	24806601	24876020
3951	20	49203769	49247385
3952	1	93308940	93426987
3953	9	139607118	139618227
3954	13	114462243	114514877
3955	1	212798220	212800005
3956	12	100041953	100043177
3957	14	67664879	67691915
3958	19	50970882	50979646
3959	19	55866668	55874435
3960	7	128355496	128371168
3961	7	128312452	128323214
3962	1	78245341	78340750
3963	9	131802874	131832733
3964	1	28052592	28087093
3965	11	95504725	95522643
3966	9	134136209	134151567
3967	1	166039478	166135486
3968	1	1	2
3969	15	59750826	59813578
3970	5	94727094	94785987
3971	2	38177722	38294134
3972	15	41028739	41046982
3973	8	87486537	87520850
3974	8	124195097	124221737
3975	6	54735045	54806806
3976	20	33874338	33880108
3977	20	37554996	37581164
3978	19	49104366	49116630
3979	22	40391047	40425570
3980	8	144808091	144812753
3981	2	14774104	14774983
3982	8	127568702	127569635
3983	1	231155609	231175958
3984	11	65340141	65341113
3985	8	124780943	124824945
3986	8	94712876	94740526
3987	1	1	2
3988	16	85132791	85145959
3989	15	64365130	64385968
3990	16	66966106	66968268
3991	2	33809843	33824289
3992	15	38746363	38776861
3993	19	38893794	38899523
3994	1	1	2
3995	16	89805009	89883024
3996	9	97863989	98011574
3997	3	10070342	10142947
3998	6	35420323	35434123
3999	11	22646232	22647357
4000	9	35074105	35079522
4001	15	89790879	89859691
4002	2	58386900	58468449
4003	14	45605235	45669212
4004	10	127585212	127698008
4005	2	163027489	163099838
4006	11	13716313	13750322
4007	12	29423383	29486728
4008	13	98865497	99100572
4009	2	242312523	242433541
4010	6	5368804	5771663
4011	19	13033562	13044511
4012	10	90750634	90774208
4013	1	172628342	172635157
4014	7	150773812	150777854
4015	2	207631418	207656527
4016	5	7859548	7868197
4017	20	3127422	3129717
4018	4	187509746	187630982
4019	5	150885126	150948493
4020	11	92085279	92624280
4021	4	126237567	126412924
4022	17	73906804	73934231
4023	19	40325178	40336941
4024	1	16091479	16111157
4025	22	45898866	45996327
4026	3	13611856	13679420
4027	14	92336568	92413574
4028	2	112896233	112945084
4029	15	48703187	48936967
4030	5	127595147	127873297
4031	19	8130803	8212365
4032	9	97365663	97401593
4033	9	97321220	97356009
4034	16	30676239	30680967
4035	19	9921572	9929490
4036	7	102453789	102669866
4037	12	1675914	1703233
4038	10	104180887	104182751
4039	16	744275	747406
4040	5	107197421	107717393
4041	7	5521406	5553306
4042	16	30936054	30958552
4043	3	33319005	33427101
4044	17	37417713	37557656
4045	5	135272284	135277361
4046	15	63889592	63893886
4047	13	77581280	77595996
4048	6	99322154	99374865
4049	4	15607346	15656911
4050	8	145579191	145582108
4051	16	67195689	67197724
4052	9	37512544	37541766
4053	2	48035257	48132860
4054	18	71740696	71815021
4055	8	28286244	28340964
